,level_0,index,tweetid,user,content,date,lang,sentiment
957,318,388,806723955973189637,164019429,Primera vez que David cena en mi casa y quiebra un vaso.,Thu Dec 08 04:55:53 +0000 2016,es,N
958,319,390,806712993098727428,224361210,"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",Thu Dec 08 04:12:20 +0000 2016,es,N
959,320,391,806885371351072768,3909025880,Hoy estoy feliz porque mañana ya hago los últimos dos exámenes del semestre.,Thu Dec 08 15:37:18 +0000 2016,es,P
960,321,392,806903754083672064,104178963,"@tsaitami Descubrir qué somos está pichudo, diría el patán",Thu Dec 08 16:50:21 +0000 2016,es,N
961,322,393,806726824608702464,3909025880,Les juro que lo stalkeo y mi instinto asesino se activa.,Thu Dec 08 05:07:17 +0000 2016,es,N
962,323,394,806687497619206144,2912947353,¡También tenemos tradición #costarricense! Por supuesto! #Cajeta de leche con almendras! La más rica de todas!!…,Thu Dec 08 02:31:01 +0000 2016,es,P
963,324,395,806694328718553088,2950329237,Lo bueno de verano es que en el grupo hay varios compitas,Thu Dec 08 02:58:10 +0000 2016,es,P
964,325,396,806850707219484672,2541621635,Las tenis blancas no se usan todos los días,Thu Dec 08 13:19:33 +0000 2016,es,N
965,326,397,807261162358394882,208759768,A mí en serio esas cosas de ganar no se me dan,Fri Dec 09 16:30:33 +0000 2016,es,N
966,327,398,807242670267596800,394853608,"soy la mejor amiga secreta de la vida, quiero el regalo que voy a dar",Fri Dec 09 15:17:05 +0000 2016,es,P
967,328,399,807117733531963392,1206630114,"Hoy será un día muy largo, y mi último día siendo un pilluelo de 21 años",Fri Dec 09 07:00:37 +0000 2016,es,N
968,329,400,807090883766157313,2954168666,Me iré a dormir sabiendo que la única app de manga con la que leo no tiene actualizado ons,Fri Dec 09 05:13:56 +0000 2016,es,N
969,330,401,807042574158598144,1154584610,Esperando que sea un buen jueves por la noche,Fri Dec 09 02:01:58 +0000 2016,es,P
970,331,402,807042479505764353,939981277,"@arlynerl03 Y si me corrigen es como... ""Trágame tierra y llévame directo al infierno""",Fri Dec 09 02:01:35 +0000 2016,es,N
971,332,403,808163207013695488,19682117,@estabarca fijo si me gusta hago lo que hice con el episodio VII... fui al cine 5 veces,Mon Dec 12 04:14:58 +0000 2016,es,P
972,333,404,808139453021777920,590647530,Me encanta la olla de carne pero no me gusta que por ser sopa no me mantenga llena bastante tiempo,Mon Dec 12 02:40:34 +0000 2016,es,NEU
973,334,405,808136758105899008,718149456,Podría pasar un Día entero viendo sólo mejengas.,Mon Dec 12 02:29:52 +0000 2016,es,P
974,335,406,808101774196428801,1905692930,Si se desesperan nos lleva puta,Mon Dec 12 00:10:51 +0000 2016,es,N
975,336,407,808122577818439688,386309332,Que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara bachateando sola en media pista ?,Mon Dec 12 01:33:31 +0000 2016,es,N
976,337,408,808143467083862016,1559006227,"@franky2055 que dichoso ya casi terminas, yo apenas voy por el 85 jaja",Mon Dec 12 02:56:31 +0000 2016,es,NEU
977,338,410,808194490435571712,204396297,@ysareth LA delicia! Mi mamá casi no me deja meter a los gatos Pero les encanta dormir aquí cuando pueden,Mon Dec 12 06:19:16 +0000 2016,es,NEU
978,339,411,808189213392982016,204396297,"Por dicha solo me volvió a ver y siguió durmiendo, pero me dio lástima",Mon Dec 12 05:58:18 +0000 2016,es,N
979,340,412,808341965188333568,743884421900603394,Y si comemos crepas con una bebida de café O un smoothie Hoy habrá feria navideña y nuestra Esparza se pone d…,Mon Dec 12 16:05:17 +0000 2016,es,P
980,341,414,808342410543726594,388326498,Buen día @adruari ya le seguimos,Mon Dec 12 16:07:03 +0000 2016,es,P
981,342,415,808357021909192705,780961840922660864,@MauHCorona Lo normal es aburrido.,Mon Dec 12 17:05:07 +0000 2016,es,NEU
982,343,417,807740854882406400,559938616,Hoy me di cuenta que mi crush ya tiene novia y es mucho menor que yo,Sun Dec 11 00:16:41 +0000 2016,es,N
983,344,418,807697679052587008,261021364,Odio que me cambien mis planes por comodidad de los demás,Sat Dec 10 21:25:07 +0000 2016,es,N
984,345,420,807798427421704192,19682117,@Chuletta diay. Estuvo bonito. 5comentarios,Sun Dec 11 04:05:27 +0000 2016,es,P
985,346,421,803418254819651584,3076235523,"Men @RedstoneKnarias no nos eliques mas de porque pierdes, porque a nosotros lo unico que nos importa es divertirnos viendote jugar.",Tue Nov 29 02:00:13 +0000 2016,es,N
986,347,422,803289620268072960,4822105641,Ya estoy estresada de esperar resultados,Mon Nov 28 17:29:04 +0000 2016,es,N
987,348,424,802300439341465601,219410751,Me llena demasiado ver tanta gente con la intención de ayudar y moviéndose que lindo todo,Fri Nov 25 23:58:25 +0000 2016,es,P
988,349,425,802519704288067584,3373046294,Mi mamá sólo decirme que estoy gorda,Sat Nov 26 14:29:42 +0000 2016,es,N
989,350,426,796387096823033857,106183028,@mary_robre asi que ahora tenemos una posible nueva carrera armamentista in the making,Wed Nov 09 16:20:54 +0000 2016,es,NEU
990,351,427,796433687927783434,37989014,"Sopa Negra, opción plato fuerte en la soda. Dios sabe como reconfortarme después de las noticias agobiantes",Wed Nov 09 19:26:02 +0000 2016,es,P
991,352,428,796328841052618752,21004119,@natyrodriguez Demasiada decepción con la humanidad,Wed Nov 09 12:29:25 +0000 2016,es,N
992,353,429,796537219859226631,93057768,"@avargas10785 yo te salgo de eso, yo es por luchona y que me elotan en el work #lindaperopobra",Thu Nov 10 02:17:26 +0000 2016,es,N
993,354,432,796517504583614465,104178963,@grassengel no podés tener lo mejor de los dos mundos,Thu Nov 10 00:59:06 +0000 2016,es,N
994,355,433,796553937885265920,96431969,"@LacioUp_andGo simplemente uno se queda absurdo, sin palabras, cargado de tanta cosa fea",Thu Nov 10 03:23:52 +0000 2016,es,N
995,356,434,796846796245004292,20687238,"A la gente buena, le pasan cosas buenas ... al resto a veces también nos pasan cosas buenas",Thu Nov 10 22:47:35 +0000 2016,es,P
996,357,435,796855421424324613,4193470272,Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,Thu Nov 10 23:21:51 +0000 2016,es,P
997,358,436,796852759572217860,68349722,Jaja Trump en los primeros 3 meses se va a traer abajo el TLC nos vamos a ir todos a la mierda,Thu Nov 10 23:11:17 +0000 2016,es,N
998,359,437,796869639691190272,79375445,"No estaba muerte, andaba de parranda! Jejeje",Fri Nov 11 00:18:21 +0000 2016,es,P
999,360,438,796878053557370880,37989014,@FexCR ufff una cosa deliciosa!! Jajaja Que desorden ! Metí las patas ser feliz Fexito!!!,Fri Nov 11 00:51:47 +0000 2016,es,P
1000,361,439,796781652454338560,545567484,Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @Antrckstr,Thu Nov 10 18:28:44 +0000 2016,es,P
1001,362,441,796809889171603456,2496993644,"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",Thu Nov 10 20:20:56 +0000 2016,es,N
1002,363,443,796749746815827968,601026518,Me siento tan cansada y saber que salgo hasta las 6,Thu Nov 10 16:21:57 +0000 2016,es,N
1003,364,444,796767254872489984,120940293,Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo,Thu Nov 10 17:31:31 +0000 2016,es,NEU
1004,365,445,797094392725204993,20687238,"Me acaban de confundir con un estudiante universitario... es el mejor ""buenos días"" de todos",Fri Nov 11 15:11:27 +0000 2016,es,P
1005,366,446,797176679848407040,250461290,"Ocupo el viernes negro para ver si me compro un tele, el mío se dañó",Fri Nov 11 20:38:25 +0000 2016,es,NEU
1006,367,447,797115537910333441,2153122708,"Mis primos se fueron para cancun hoy, adivinen quien no fue por ser la unica -18?",Fri Nov 11 16:35:28 +0000 2016,es,N
1007,368,448,797149716794540036,303439661,He pasado toda la mañana metida en Google Maps viendo Costa Rica. Pero no hay Street View.,Fri Nov 11 18:51:17 +0000 2016,es,N
1008,369,451,796938829919817728,50489263,@La_Llama_ @DosPinosOficial tengo que probarlo. Estoy decepcionado. Ahora el fresco leche sabe a puro sirope.,Fri Nov 11 04:53:18 +0000 2016,es,N
1009,370,452,796938734851751936,150512123,"@nitamar26 @PizzaHutCRC el problema que ya no hay 2x1 en grandes ni tampoco los puntos Hut, son dos pésimas noticias",Fri Nov 11 04:52:55 +0000 2016,es,N
1010,371,453,796556024299814912,718149456,@absa_lon tenga paz bonito que en esta vida Todo Cuesta.,Thu Nov 10 03:32:10 +0000 2016,es,NEU
1011,372,454,796612199930281984,590647530,"Necesito un gato en mi vida así como YA, tengo que convencer a mis papás",Thu Nov 10 07:15:23 +0000 2016,es,P
1012,373,455,796035204188139520,1304609106,"@Juanjo90 @CataSolis20 Eso Juan, lleguenle, va a estar divertido. Mucho gusto Cata",Tue Nov 08 17:02:36 +0000 2016,es,P
1013,374,456,795843045493211137,3909025880,Para navidad voy a pedir que me suba el ponderado.,Tue Nov 08 04:19:02 +0000 2016,es,P
1014,375,457,796197595018358784,104178963,Yo debería estar dormida y no bajo este largo ataque de ansiedad de baja intensidad,Wed Nov 09 03:47:53 +0000 2016,es,N
1015,376,458,796199821061328896,104178963,Qué triste ver que el odio por una mujer esté por encima de la razón,Wed Nov 09 03:56:44 +0000 2016,es,N
1016,377,459,795862004519104513,158913810,@BreNdiiuXx @BaldiHotSpring1 ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,Tue Nov 08 05:34:22 +0000 2016,es,P
1017,378,460,795848586269523969,1137789668,Que viene Nonpa y fijo es para mayores. Ya lloro.,Tue Nov 08 04:41:03 +0000 2016,es,N
1018,379,461,795852476205465600,2159027493,"Tengo que aprender a no prestar mis cosas, porque al parecer a todas se les hace muy divertido nunca devolverlas",Tue Nov 08 04:56:31 +0000 2016,es,N
1019,380,462,796254025033322496,761015519646363648,Que dicha que me vale todo lo que todo el mundo diga,Wed Nov 09 07:32:07 +0000 2016,es,P
1020,381,464,796303545674899456,104178963,No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron,Wed Nov 09 10:48:54 +0000 2016,es,N
1021,382,465,796289138936844289,1627018783,"El Turrialba me odia, en definitiva, es el milésimo ataque de asma en el semestre",Wed Nov 09 09:51:39 +0000 2016,es,N
1022,383,466,796192470895890435,1895299620,"@iMCZC Ay, no me diga eso, todo es posible aún.",Wed Nov 09 03:27:32 +0000 2016,es,P
1023,384,467,796260285220843521,25194358,@jdclarke y que el mae no sea tan desastroso como aparentó durante la campaña. Hope is all we have left,Wed Nov 09 07:57:00 +0000 2016,es,N
1024,385,468,796246237272010753,3276105882,"@soofpe06 JAJA y ya ni eso, porque fijo no nos dejan entrar jajajaja",Wed Nov 09 07:01:11 +0000 2016,es,N
1025,386,469,795337674680832001,2153122708,"Ayer fue lindo ver a Repoo, no lo veia como desde el 2001",Sun Nov 06 18:50:52 +0000 2016,es,P
1026,387,470,795163385184866304,763016797,"@m_elinna jajajaja yo pensé que había captado la indirecta pero si, está vacilon el avatar",Sun Nov 06 07:18:19 +0000 2016,es,NEU
1027,388,471,795162170711506944,763016797,"Bueno gente, mucho Twitter por hoy! Que descansen, crush, escribame en Whatsapp, no sea orgullosa. Nos vemos",Sun Nov 06 07:13:29 +0000 2016,es,NEU
1028,389,472,794571617166704640,17684248,¡Ya tenemos ganadora! Felicidades @IsabelGarbanzo Nos hablamos por mensaje. ¡Gracias a todos por participar!,Fri Nov 04 16:06:50 +0000 2016,es,P
1029,390,474,794776643277586433,275273434,Hoy tuve un día muy lindo me chinearon mucho 2 amigos y el jueves uno que amo mucho.,Sat Nov 05 05:41:32 +0000 2016,es,P
1030,391,475,794724597220446210,265018089,"@valeub25 pues sí, sé lo que se siente. Pero piénselo como el último esfuerzo, que ya ahorita llegan las vacaciones",Sat Nov 05 02:14:43 +0000 2016,es,P
1031,392,476,794569372912103424,50489263,@gabrielselva_cr pura vida. Ya llamé pero fue como no haber llamado.,Fri Nov 04 15:57:55 +0000 2016,es,N
1032,393,477,794715441486766084,333214253,Estos días me he soñado con el accidente varias veces Increíble el trauma que generan estas cosas!,Sat Nov 05 01:38:21 +0000 2016,es,N
1033,394,478,794812839999533060,964877532,Cuando cuando estás taaann cansado que no podes dormir,Sat Nov 05 08:05:22 +0000 2016,es,N
1034,395,479,794750067928399872,817598198,"Díganle a Hellen que la extraño, odio estar sola",Sat Nov 05 03:55:56 +0000 2016,es,N
1035,396,480,794754276660748288,4450468934,Tan sólo es un mal día no una mala vida,Sat Nov 05 04:12:40 +0000 2016,es,N
1036,397,481,794768124646191108,132238772,No puedo entrar a mi servidor!  y site5 no reponde,Sat Nov 05 05:07:41 +0000 2016,es,N
1037,398,482,797640962952622080,19682117,@silviauc_cr charita que ya no canto igual,Sun Nov 13 03:23:19 +0000 2016,es,N
1038,399,485,797504019329585153,432796167,La vida es demasiado corta para seguir las reglas...,Sat Nov 12 18:19:09 +0000 2016,es,NEU
1039,400,487,797515887100182528,104178963,Acabo de tener una idea formidable que involucra a @tsaitami y por eso le mandé un correo,Sat Nov 12 19:06:19 +0000 2016,es,P
1040,401,488,797675073649905665,761015519646363648,"Decirle a un mae ""perro"" es una ofensa para los pobres animalitos",Sun Nov 13 05:38:52 +0000 2016,es,N
1041,402,489,797271394862120962,109712748,"@fabriziobarth lo siento mucho. Pero si Facebook lo dice, es cierto. Sentido pésame...",Sat Nov 12 02:54:47 +0000 2016,es,N
1042,403,490,806606239228641280,181029382,"No vuelvo a New York, esa pea fue muy maldita y mi chaqueta",Wed Dec 07 21:08:08 +0000 2016,es,N
1043,404,491,806926936706519040,14893600,@Edurraiba es lamentable un tema tan sensible jamás con ese enfoque,Thu Dec 08 18:22:28 +0000 2016,es,N
1044,405,492,807016182679097344,104178963,Esa lagartija tiene que haber estado muy enamorada de mi perrito. Canta llamándolo a la misma hora a diario y él hace mucho se fue,Fri Dec 09 00:17:06 +0000 2016,es,P
1045,406,493,806516119058186240,544020639,Que duro iniciar el día con noticias tristes,Wed Dec 07 15:10:01 +0000 2016,es,N
1046,407,494,807004656069132289,635696816,"O mejor que me digan ""vamos a comer un helado"" y ya.. Ocupo salir",Thu Dec 08 23:31:18 +0000 2016,es,NEU
1047,408,495,807009011824467968,104178963,@karlillag Es muy duro para un niño verse forzado a ser parte de esos procesos,Thu Dec 08 23:48:36 +0000 2016,es,N
1048,409,497,806955308408934400,633304094,"@Fressia_Montero ¿por qué ? ¡Tenés 9 días, actividades y muchas películas disponibles para asistir!",Thu Dec 08 20:15:12 +0000 2016,es,P
1049,410,498,806970411242160128,51758881,"@MedioEnSalsaCR Por supuesto que no le importo a nadie. Soy hombre, eurodescendiente, heterosexual y católico. cc @titabobra",Thu Dec 08 21:15:13 +0000 2016,es,N
1050,411,499,806977846950428672,72216241,".@FannyLu dice que ""Llorar es una locura"" ¿Que opinás? Si decís ¡Sí! entonces a cantar",Thu Dec 08 21:44:46 +0000 2016,es,P
1051,412,505,806980868841607168,211777263,Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @azul999fm,Thu Dec 08 21:56:46 +0000 2016,es,NEU
1052,413,509,806945783031406592,161567591,"@melangelesvc Ni tamales, pierna, ""fresquitos"", queque... nada!",Thu Dec 08 19:37:21 +0000 2016,es,N
1053,414,510,806923376728150018,19682117,"Y en el café sonó ""Son Inú"". Y hasta los que estábamos sentados, nos meneamos",Thu Dec 08 18:08:19 +0000 2016,es,P
1054,415,511,806906404112134146,811909838,"Malparidos! Malditos! Malnacidos! Ya hay carta de Lillie en ""Full Art"" y todo y de Serena nada",Thu Dec 08 17:00:52 +0000 2016,es,N
1055,416,513,809446607196454912,50089536,"@TutzyFF jajaja que bueno verla anoche, que pases un excelente día",Thu Dec 15 17:14:44 +0000 2016,es,P
1056,417,514,809487952506224640,137067751,Él se ha ganado un lugar especial en mi corazón.,Thu Dec 15 19:59:02 +0000 2016,es,P
1057,418,516,809507631538860034,261021364,Quiero que en serio me paguen para poder irme a rayar la otra semana,Thu Dec 15 21:17:13 +0000 2016,es,NEU
1058,419,518,809390134403747840,50089536,Amanecí lleno de la comilona anoche en el #BNOpenHouse ...pero siempre hay campo para más . A desayunar,Thu Dec 15 13:30:20 +0000 2016,es,P
1059,420,519,809367478300250112,137067751,"¡Buenos días! Con o sin gripe, hoy se disfruta el día.",Thu Dec 15 12:00:18 +0000 2016,es,P
1060,421,522,808713660000600064,75400268,@Linnjimenez y uno se pone triste cuando no quedan papas en la bolsa.,Tue Dec 13 16:42:16 +0000 2016,es,N
1061,422,523,808498787182317569,319186105,@SoulsTRK @youcaring ¡COMO QUISIERA AYUDAR! Pero no puedo soy menor y no tengo tarjeta y mucho menos dinero si tuviera ¡le daría todo!!,Tue Dec 13 02:28:26 +0000 2016,es,N
1062,423,524,808498067859275776,319186105,@AdvyStyles Dios por mi le daría todo mi dinero pero no tengo y soy menor no tengo tarjeta de PayPal Dios que mal la debe estar pasando,Tue Dec 13 02:25:35 +0000 2016,es,N
1063,424,525,808530298799587329,761015519646363648,Hoy llegué 50 minutos tarde a clases. Fui literalmente solo 10 minutos. Duré 2hrs35min llegando a la U.,Tue Dec 13 04:33:39 +0000 2016,es,N
1064,425,530,808706648206352384,1127045646,Estaba durmiendo tan ricooo jaja que cólera que me dio cuando me despertaron,Tue Dec 13 16:14:24 +0000 2016,es,N
1065,426,531,808669749022519300,10716212,"@Ana_AvilaM hmmmm no sé, aún las siento pegadas en el cielo de la boca",Tue Dec 13 13:47:47 +0000 2016,es,NEU
1066,427,533,809127790981369860,104178963,@cotarola No salí. No puedo manejar: Migraña,Wed Dec 14 20:07:52 +0000 2016,es,N
1067,428,534,809846303534514177,67230973,Necesito ir a mi hogar y dormir con mis dos hijos peludos y Kabek y su gripe,Fri Dec 16 19:42:59 +0000 2016,es,N
1068,429,536,809950354611826688,3373046294,Me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el,Sat Dec 17 02:36:27 +0000 2016,es,P
1069,430,537,809927403615256576,123097462,"En definitiva! Me quedé sin campo para ir a Tacares, ya que me había mentalizado y ya hasta quería ir #percebe",Sat Dec 17 01:05:15 +0000 2016,es,N
1070,431,538,809918358955184128,891311334,#YSF2 @MundonickLA La mejor serie en todo el mundo !!!,Sat Dec 17 00:29:18 +0000 2016,es,P
1071,432,539,809917034750509056,784491550810210305,Será que en serio alguien puede dormir tanto,Sat Dec 17 00:24:03 +0000 2016,es,N
1072,433,541,810700953620021248,213806291,@wkCArlos yo soy igual Jajajaja trató de evitarlo pero no lo logro,Mon Dec 19 04:19:04 +0000 2016,es,NEU
1073,434,542,798320488619577344,773868364099969025,Que buena vibra me transmite @Cocofunka,Tue Nov 15 00:23:31 +0000 2016,es,P
1074,435,543,798206253541584896,2790604089,Adquirí @semrush_es para un sitio que abarcara 10 países y hasta el momento me ha parecido una excelente herramienta.,Mon Nov 14 16:49:35 +0000 2016,es,P
1075,436,545,798329898746015745,37989014,"@DraHongo y son adorables, pero diay... Ya no hay nada que hacer",Tue Nov 15 01:00:54 +0000 2016,es,NEU
1076,437,546,798261817260863488,48848038,@solounrobot @TVyNovelasMex ¿Será solo digital entonces? ¡Perfecto! De verdad muchísimas gracias Un abrazo desde Costa Rica. ¡Pura vida!,Mon Nov 14 20:30:22 +0000 2016,es,P
1077,438,548,798304922399895553,120940293,Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,Mon Nov 14 23:21:39 +0000 2016,es,N
1078,439,549,798366463639900160,93057768,"NUNCA dejen el Snapchat abierto en el celular de la mamá, creo hoy duermo en la calle",Tue Nov 15 03:26:12 +0000 2016,es,N
1079,440,550,798280753637421056,101928367,Vine a mi casa porque mis papás dicen que los tengo abandonados y me chantajearon con comida pero hoy iba para la playa en la noche,Mon Nov 14 21:45:37 +0000 2016,es,NEU
1080,441,551,798386889392799744,491968851,Creo que tengo una contractura en los hombros así o más hecha picha?,Tue Nov 15 04:47:22 +0000 2016,es,N
1081,442,552,798384095730409472,127674739,#superluna eectativa vs realidad. Gracias • • • • • • • #crc #puravida #costarica…,Tue Nov 15 04:36:16 +0000 2016,es,NEU
1082,443,553,798239489734807552,3322726100,"@ESPN_FDJ Soy de CR estudiante de periodismo me encanta el ámbito deportivo los admiro y sueño con conocerlos, porfaa? #FDJPuraVida",Mon Nov 14 19:01:39 +0000 2016,es,P
1083,444,555,801506888072495112,1643939671,Pero tenemos fe en que el TEC sea igual de masoquista que siempre y nos haga ir a como de lugar.,Wed Nov 23 19:25:08 +0000 2016,es,N
1084,445,556,801513687848779777,2390071543,"Que bonito, la lluvia regresa cuando me toca ir por mi Hermanita al Kinder",Wed Nov 23 19:52:09 +0000 2016,es,N
1085,446,558,801250704786681856,715643475975245825,ustedes saben que mi vida se basa en vistos.,Wed Nov 23 02:27:09 +0000 2016,es,NEU
1086,447,559,801189905112174592,2520083591,Se lesiona Bale antes del clásico,Tue Nov 22 22:25:33 +0000 2016,es,N
1087,448,560,801504187314016256,478723971,@cris525cr que todo les salga muy bonito,Wed Nov 23 19:14:24 +0000 2016,es,P
1088,449,562,800547473341218816,1195375332,"@francellabrenes Rajado, y mientras llega acá",Mon Nov 21 03:52:45 +0000 2016,es,N
1089,450,563,800541436819148800,588376232,@funfillegamer Soy muy malo funfi me da pena y todo,Mon Nov 21 03:28:46 +0000 2016,es,N
1090,451,564,800548175346073604,964877532,"Mae eso si es cierto, ahora nadie (la mayoría) busca tener algo serio",Mon Nov 21 03:55:33 +0000 2016,es,N
1091,452,565,800576201244995584,93057768,"11.46PM y tengo hambre, mejor me acuesto ya por que la panadería está cerrada",Mon Nov 21 05:46:55 +0000 2016,es,N
1092,453,567,800373386610360321,104178963,@AndreaVasRo Lo es. Sin ningún respeto al dolor ajeno,Sun Nov 20 16:21:00 +0000 2016,es,N
1093,454,568,800449161032241152,209123675,Badilla era tan tan guapo que sentí feo cuando me di cuenta,Sun Nov 20 21:22:06 +0000 2016,es,N
1094,455,569,800498900578738180,2484863024,Yo si que odio recibir noticias así,Mon Nov 21 00:39:45 +0000 2016,es,N
1095,456,571,800380922491269120,796887293697150977,@welcometofridda jajajaja ya en serio me haces falta,Sun Nov 20 16:50:56 +0000 2016,es,N
1096,457,572,800388250942709760,112207403,@Adri_hdezv Bby muy duro la verdad,Sun Nov 20 17:20:04 +0000 2016,es,N
1097,458,573,801084134525456384,104178963,"@AndreaVasRo @vulturgryphus Otra decepción... (me estoy haciendo la víctima dramática, obvio)",Tue Nov 22 15:25:15 +0000 2016,es,N
1098,459,574,801130179879899136,123097462,@MaryMatamoros Éxitos y buena vibra en el recital!,Tue Nov 22 18:28:13 +0000 2016,es,P
1099,460,575,801134263806623744,964877532,Que pecadito la gente afectada por las inundaciones,Tue Nov 22 18:44:27 +0000 2016,es,N
1100,461,576,801122512776073216,715643475975245825,"tengo como 10 horas de estar mareado y con ganas de vomitar, ya esta bueno verdad.",Tue Nov 22 17:57:45 +0000 2016,es,N
1101,462,577,801073708337156096,14893600,"@titabobra exacto, qué colera me da eso",Tue Nov 22 14:43:49 +0000 2016,es,N
1102,463,578,801070468677648384,2827444381,"Mi mamá me dice que no vaya al colé, en serio que la amo. Pero tengo que ir",Tue Nov 22 14:30:57 +0000 2016,es,P
1103,464,579,800366970801713153,2263732512,@Gra_7 deje de hacerme spoiler estupida,Sun Nov 20 15:55:30 +0000 2016,es,N
1104,465,580,800366436904562688,1862408274,No mames lo triste Gabriel Badilla y por el corazon! El miedo que me dan esas cosas.,Sun Nov 20 15:53:23 +0000 2016,es,N
1105,466,581,800476895167057924,68349722,Lamentable lo de Badilla... un sentido pesame para sus hijas que se quedan sin papá,Sun Nov 20 23:12:18 +0000 2016,es,N
1106,467,582,800835505717972992,109712748,"Oído en McDonalds ""el mejor mannequin challenge que he visto hasta ahora es el que ha venido haciendo este gobierno desde hace dos años""",Mon Nov 21 22:57:18 +0000 2016,es,N
1107,468,583,800768688270020608,2253921240,Maldita lluvia me mata mi negocio. Así nadie quiere bañar ni sacar a los perros.,Mon Nov 21 18:31:47 +0000 2016,es,N
1108,469,584,800773852783644672,109712748,Veo que sí la depresión tropical se convierte en huracán se llamará Otto. Que comience el MemeFest!,Mon Nov 21 18:52:18 +0000 2016,es,N
1109,470,585,800819538556317698,108756301,"@marizamora94 Ambas son mindblowing, lástima White Collar terminara así de repente, y esperando a la segunda par de la 5ta de Suits",Mon Nov 21 21:53:51 +0000 2016,es,P
1110,471,586,800699291127975936,478723971,"@randall_ariasg fijo les llego el agua en la madrugada, pobres familias, ahí tanta finca que hay, seguro hasta las cosechas se perdieron",Mon Nov 21 13:56:01 +0000 2016,es,N
1111,472,589,800336465284710400,37371085,Lamentable informan que murió Gabriel Badilla. #RIPGladiador,Sun Nov 20 13:54:17 +0000 2016,es,N
1112,473,590,801859882982981632,104178963,Yo sí lo sentí y me lleva puta,Thu Nov 24 18:47:48 +0000 2016,es,N
1113,474,593,801890405939867649,161567591,"@AnDiGu Hola, me dijo que estaba bien, fuertes aguaceros y mucho viento pero todo bajo control. Gracias por preguntar",Thu Nov 24 20:49:05 +0000 2016,es,P
1114,475,594,801764168747597824,2198652895,@moboza pavas igual y no nos.dejaron irnos a la casa,Thu Nov 24 12:27:28 +0000 2016,es,N
1115,476,595,801845807309848576,36445508,"@rafa514x excelente, estamos muy atentos a tus comentarios",Thu Nov 24 17:51:52 +0000 2016,es,P
1116,477,596,801865247187410944,2774677761,@CanessaMarchena No terminamos el año vivos,Thu Nov 24 19:09:07 +0000 2016,es,N
1117,478,598,801863340414955521,625035864,Juro que el próximo cuatri busco aparta con alguien no puedo con esto de estar sola,Thu Nov 24 19:01:32 +0000 2016,es,N
1118,479,600,801843115824975872,58753109,@ekallestad qué bien suena una nórdica hablando en argento,Thu Nov 24 17:41:10 +0000 2016,es,P
1119,480,601,801862522840158210,230057469,En Heredia ese temblor se sintió leve pero horrible,Thu Nov 24 18:58:17 +0000 2016,es,N
1120,481,602,800860394495492096,377710598,Mi hermana y mi mamá hablando con sus personas importantes y yo acá haciendo mi tarea de cálculo con dolor de cabeza,Tue Nov 22 00:36:11 +0000 2016,es,N
1121,482,604,800912563860946944,170967456,"""Bla bla bla...eres la mejor pero no te quiero en mi vida, bla bla bla.."" lo de siempre!",Tue Nov 22 04:03:30 +0000 2016,es,N
1122,483,605,800900381123420160,138940047,Uri por cobarde se fue en la colada. #moisesylos10mandamientos,Tue Nov 22 03:15:05 +0000 2016,es,N
1123,484,606,800923553180897281,432559544,Me metieron en mi mente imágenes de habitantes de calle afuera con estos fríos sin cobija y ya no puedo vivir tranquilo,Tue Nov 22 04:47:10 +0000 2016,es,N
1124,485,608,800875352838926336,1009570153,Otro terremoto y otra alerta de Tsunami para Japón.,Tue Nov 22 01:35:38 +0000 2016,es,N
1125,486,609,800876470017134592,138940047,"@ka2384 si el clima sigue así, una cobija es buena opción. Mentira, un vestido",Tue Nov 22 01:40:04 +0000 2016,es,NEU
1126,487,610,800869473246793728,2968527311,desde hoy en la pura mañanita no veo a mi papá,Tue Nov 22 01:12:16 +0000 2016,es,N
1127,488,612,800908849813344256,716465778963271680,"Exijo un beso como el de Carl y Enid, que lindoooooo. Wtf #twd",Tue Nov 22 03:48:44 +0000 2016,es,P
1128,489,613,800885510575104001,159981940,Los anuncios de TV de posgrados de mi alma mater son tan malos.,Tue Nov 22 02:16:00 +0000 2016,es,N
1129,490,614,800884833509658624,881498395,"@anamablaba buena idea, anis, pero ellos saben que yo ni un pancake puedo hacer bien",Tue Nov 22 02:13:18 +0000 2016,es,NEU
1130,491,616,800513366355652608,88022183,"Bueno por dicha ya estoy en Zarcero, no estoy en la calle. haha",Mon Nov 21 01:37:14 +0000 2016,es,P
